label,hero,outs,samples,avg_ev_4x,avg_ev_check,avg_best_ev,avg_check_minus_4x,check_better_rate,preferred_action_by_average
KTs,Kc Tc,2,252,0.905393144,0.594150378,0.905585372,-0.311242767,0.003968,4x
KTs,Kc Tc,3,88,0.558144098,0.421758303,0.561666022,-0.136385796,0.079545,4x
KTs,Kc Tc,4,11,0.168026857,0.245437088,0.259766719,0.077410231,0.818182,check
KTs,Kc Tc,5,1,-0.929695161,-0.521471697,-0.521471697,0.408223464,1.000000,check
Q2o,Qc 2d,0,236,-0.264634933,-0.173940171,-0.173298388,0.090694762,0.957627,check
Q2o,Qc 2d,1,417,-0.691655874,-0.410251577,-0.410251577,0.281404297,1.000000,check
Q2o,Qc 2d,2,246,-1.113058583,-0.627864253,-0.627864253,0.485194329,1.000000,check
Q2o,Qc 2d,3,87,-1.548646585,-0.835725815,-0.835725815,0.712920770,1.000000,check
Q2o,Qc 2d,4,13,-2.062458218,-1.082714348,-1.082714348,0.979743870,1.000000,check
Q2o,Qc 2d,6,1,-2.983320559,-1.439583085,-1.439583085,1.543737474,1.000000,check
Q2s,Qc 2c,0,246,0.065652252,0.033778735,0.087756369,-0.031873517,0.373984,4x
Q2s,Qc 2c,1,416,-0.317431759,-0.181558119,-0.178675457,0.135873639,0.918269,check
Q2s,Qc 2c,2,240,-0.704608992,-0.383819827,-0.383819827,0.320789165,1.000000,check
Q2s,Qc 2c,3,86,-1.042047236,-0.546041544,-0.546041544,0.496005693,1.000000,check
Q2s,Qc 2c,4,12,-1.468082475,-0.750259436,-0.750259436,0.717823039,1.000000,check
Q3o,Qc 3d,0,257,-0.155008204,-0.116116398,-0.107657071,0.038891806,0.743191,check
Q3o,Qc 3d,1,417,-0.586165254,-0.357132659,-0.357132659,0.229032596,1.000000,check
Q3o,Qc 3d,2,241,-1.005806397,-0.579627065,-0.579627065,0.426179332,1.000000,check
Q3o,Qc 3d,3,74,-1.461696259,-0.805418974,-0.805418974,0.656277285,1.000000,check
Q3o,Qc 3d,4,10,-1.903114825,-1.033194797,-1.033194797,0.869920028,1.000000,check
Q3o,Qc 3d,5,1,-2.394479186,-1.255374494,-1.255374494,1.139104692,1.000000,check
Q3s,Qc 3c,0,247,0.150550074,0.079204926,0.162893063,-0.071345148,0.206478,4x
Q3s,Qc 3c,1,425,-0.214695014,-0.130010909,-0.120171982,0.084684104,0.807059,check
Q3s,Qc 3c,2,256,-0.593863969,-0.328781821,-0.328781821,0.265082148,1.000000,check
Q3s,Qc 3c,3,67,-0.953373616,-0.505005669,-0.505005669,0.448367947,1.000000,check
Q3s,Qc 3c,4,5,-1.373581546,-0.709331829,-0.709331829,0.664249717,1.000000,check
Q4o,Qc 4d,0,238,-0.049987844,-0.063045931,-0.029881697,-0.013058087,0.403361,4x
Q4o,Qc 4d,1,419,-0.474923412,-0.302082756,-0.302079083,0.172840656,0.997613,check
Q4o,Qc 4d,2,253,-0.895560575,-0.527144356,-0.527144356,0.368416220,1.000000,check
Q4o,Qc 4d,3,75,-1.318726041,-0.740736165,-0.740736165,0.577989876,1.000000,check
Q4o,Qc 4d,4,15,-1.771970326,-0.961497994,-0.961497994,0.810472331,1.000000,check
Q4s,Qc 4c,0,229,0.229519461,0.117389079,0.234884653,-0.112130382,0.126638,4x
Q4s,Qc 4c,1,413,-0.125885537,-0.084767988,-0.063310923,0.041117549,0.665860,check
Q4s,Qc 4c,2,264,-0.510408848,-0.290180265,-0.290115539,0.220228583,0.996212,check
Q4s,Qc 4c,3,85,-0.852063153,-0.464702125,-0.464702125,0.387361028,1.000000,check
Q4s,Qc 4c,4,9,-1.244572975,-0.630120526,-0.630120526,0.614452449,1.000000,check
Q5o,Qc 5d,0,238,0.057914961,-0.009835586,0.064656803,-0.067750547,0.155462,4x
Q5o,Qc 5d,1,400,-0.360973155,-0.248014961,-0.247502065,0.112958194,0.970000,check
Q5o,Qc 5d,2,264,-0.765089032,-0.466828710,-0.466828710,0.298260322,1.000000,check
Q5o,Qc 5d,3,80,-1.207936957,-0.689116044,-0.689116044,0.518820913,1.000000,check
Q5o,Qc 5d,4,18,-1.662291907,-0.913263064,-0.913263064,0.749028844,1.000000,check
Q5s,Qc 5c,0,230,0.355246146,0.185234068,0.356846206,-0.170012078,0.043478,4x
Q5s,Qc 5c,1,429,-0.016987610,-0.030443501,0.017103248,-0.013455891,0.426573,4x
Q5s,Qc 5c,2,250,-0.403073392,-0.242636775,-0.240619327,0.160436617,0.944000,check
Q5s,Qc 5c,3,80,-0.750263059,-0.409610446,-0.409610446,0.340652613,1.000000,check
Q5s,Qc 5c,4,11,-1.114384415,-0.591280155,-0.591280155,0.523104261,1.000000,check
Q6o,Qc 6d,0,236,0.136242427,0.029659674,0.138316629,-0.106582753,0.055085,4x
Q6o,Qc 6d,1,420,-0.272259933,-0.204065334,-0.199303514,0.068194599,0.845238,check
Q6o,Qc 6d,2,262,-0.697242359,-0.432520248,-0.432520248,0.264722111,1.000000,check
Q6o,Qc 6d,3,69,-1.116798372,-0.647451990,-0.647451990,0.469346383,1.000000,check
Q6o,Qc 6d,4,13,-1.586732190,-0.874827456,-0.874827456,0.711904735,1.000000,check
Q6s,Qc 6c,0,219,0.403745234,0.205525113,0.404121388,-0.198220121,0.004566,4x
Q6s,Qc 6c,1,423,0.064439110,0.008820015,0.082282029,-0.055619095,0.262411,4x
Q6s,Qc 6c,2,269,-0.298851111,-0.184353382,-0.176882106,0.114497729,0.847584,check
Q6s,Qc 6c,3,83,-0.713218436,-0.400951665,-0.400951665,0.312266771,1.000000,check
Q6s,Qc 6c,4,4,-1.251027446,-0.654609246,-0.654609246,0.596418200,1.000000,check
Q6s,Qc 6c,5,2,-1.189044940,-0.588042415,-0.588042415,0.601002525,1.000000,check
Q7o,Qc 7d,0,277,0.236609752,0.082485589,0.237022773,-0.154124163,0.018051,4x
Q7o,Qc 7d,1,389,-0.198109492,-0.166532521,-0.152028872,0.031576971,0.655527,check
Q7o,Qc 7d,2,254,-0.602578803,-0.384503979,-0.384503979,0.218074824,1.000000,check
Q7o,Qc 7d,3,69,-1.048555010,-0.618068493,-0.618068493,0.430486516,1.000000,check
Q7o,Qc 7d,4,11,-1.587926247,-0.884896704,-0.884896704,0.703029543,1.000000,check
Q7s,Qc 7c,0,231,0.516820776,0.267190668,0.517188155,-0.249630109,0.004329,4x
Q7s,Qc 7c,1,421,0.165071916,0.064793482,0.173276418,-0.100278434,0.159145,4x
Q7s,Qc 7c,2,265,-0.247188439,-0.162125247,-0.152284416,0.085063192,0.792453,check
Q7s,Qc 7c,3,79,-0.618786509,-0.352906908,-0.352906908,0.265879602,1.000000,check
Q7s,Qc 7c,4,4,-1.064348781,-0.570047327,-0.570047327,0.494301454,1.000000,check
Q8o,Qc 8d,0,251,0.444430309,0.201656194,0.444536453,-0.242774115,0.003984,4x
Q8o,Qc 8d,1,407,0.024949398,-0.040908055,0.033478211,-0.065857453,0.208845,4x
Q8o,Qc 8d,2,258,-0.416430688,-0.281390652,-0.280717433,0.135040036,0.965116,check
Q8o,Qc 8d,3,73,-0.864485396,-0.509207605,-0.509207605,0.355277791,1.000000,check
Q8o,Qc 8d,4,11,-1.333893424,-0.735754304,-0.735754304,0.598139120,1.000000,check
Q8s,Qc 8c,0,223,0.738338836,0.403721787,0.738338836,-0.334617048,0.000000,4x
Q8s,Qc 8c,1,412,0.351874238,0.180050499,0.353143054,-0.171823739,0.041262,4x
Q8s,Qc 8c,2,277,-0.045801842,-0.039276985,-0.005549616,0.006524856,0.555957,check
Q8s,Qc 8c,3,77,-0.432017732,-0.232537603,-0.232537603,0.199480129,1.000000,check
Q8s,Qc 8c,4,10,-0.706963473,-0.342745358,-0.342745358,0.364218114,1.000000,check
Q8s,Qc 8c,5,1,-1.246906523,-0.606644633,-0.606644633,0.640261890,1.000000,check
Q9o,Qc 9d,0,200,0.654996469,0.324532807,0.654996469,-0.330463661,0.000000,4x
Q9o,Qc 9d,1,451,0.228914944,0.079744243,0.229997546,-0.149170701,0.026608,4x
Q9o,Qc 9d,2,249,-0.199109720,-0.156000884,-0.144004995,0.043108835,0.726908,check
Q9o,Qc 9d,3,91,-0.672438310,-0.397514497,-0.397514497,0.274923813,1.000000,check
Q9o,Qc 9d,4,8,-1.175788458,-0.652179115,-0.652179115,0.523609343,1.000000,check
Q9o,Qc 9d,5,1,-1.494660544,-0.765600788,-0.765600788,0.729059756,1.000000,check
Q9s,Qc 9c,0,234,0.934695027,0.526645884,0.934695027,-0.408049142,0.000000,4x
Q9s,Qc 9c,1,405,0.561845839,0.310528277,0.561867673,-0.251317561,0.002469,4x
Q9s,Qc 9c,2,280,0.183882039,0.108451903,0.196521206,-0.075430136,0.235714,4x
Q9s,Qc 9c,3,70,-0.236998426,-0.108926373,-0.104252664,0.128072053,0.885714,check
Q9s,Qc 9c,4,11,-0.521042536,-0.216499538,-0.216499538,0.304542998,1.000000,check
QJo,Qc Jd,0,223,0.979656446,0.527030374,0.979656446,-0.452626071,0.000000,4x
QJo,Qc Jd,1,441,0.562697521,0.282019762,0.562697521,-0.280677759,0.000000,4x
QJo,Qc Jd,2,260,0.104907804,0.030515069,0.111048683,-0.074392735,0.134615,4x
QJo,Qc Jd,3,67,-0.393839445,-0.221491214,-0.221491214,0.172348231,1.000000,check
QJo,Qc Jd,4,8,-1.055038632,-0.541481690,-0.541481690,0.513556942,1.000000,check
QJo,Qc Jd,5,1,-1.356108857,-0.656986519,-0.656986519,0.699122338,1.000000,check
QJs,Qc Jc,0,245,1.462682143,0.927029582,1.462682143,-0.535652562,0.000000,4x
QJs,Qc Jc,1,399,1.146907537,0.769257274,1.146907537,-0.377650262,0.000000,4x
QJs,Qc Jc,2,270,0.721635896,0.536434077,0.723228378,-0.185201820,0.033333,4x
QJs,Qc Jc,3,78,0.262144020,0.312928578,0.333689753,0.050784558,0.705128,check
QJs,Qc Jc,4,8,-0.262935691,0.059091354,0.059091354,0.322027046,1.000000,check
QTo,Qc Td,0,232,0.858093114,0.458065365,0.858093114,-0.400027749,0.000000,4x
QTo,Qc Td,1,414,0.478025325,0.234597466,0.478273837,-0.243427859,0.004831,4x
QTo,Qc Td,2,271,0.029543084,-0.011416285,0.045419143,-0.040959369,0.276753,4x
QTo,Qc Td,3,72,-0.446105128,-0.260509633,-0.260509633,0.185595495,1.000000,check
QTo,Qc Td,4,10,-0.957701289,-0.509643328,-0.509643328,0.448057961,1.000000,check
QTo,Qc Td,5,1,-1.929972118,-0.973514764,-0.973514764,0.956457354,1.000000,check
QTs,Qc Tc,0,270,1.376811107,0.891366652,1.376811107,-0.485444455,0.000000,4x
QTs,Qc Tc,1,379,1.028742117,0.690455647,1.028742117,-0.338286470,0.000000,4x
QTs,Qc Tc,2,272,0.671287826,0.506785085,0.674257743,-0.164502742,0.058824,4x
QTs,Qc Tc,3,68,0.258685386,0.306983836,0.331414339,0.048298450,0.588235,check
QTs,Qc Tc,4,10,-0.453009442,-0.098338982,-0.098338982,0.354670460,1.000000,check
QTs,Qc Tc,5,1,-1.550467874,-0.780120830,-0.780120830,0.770347044,1.000000,check
T8o,Tc 8d,0,246,0.086327003,0.076265747,0.117262606,-0.010061256,0.455285,4x
T8o,Tc 8d,1,413,-0.317473339,-0.135219461,-0.135200788,0.182253877,0.997579,check
T8o,Tc 8d,2,264,-0.799259821,-0.366853578,-0.366853578,0.432406243,1.000000,check
T8o,Tc 8d,3,65,-1.297636365,-0.594376409,-0.594376409,0.703259956,1.000000,check
T8o,Tc 8d,4,11,-1.843793433,-0.817788296,-0.817788296,1.026005137,1.000000,check
T8o,Tc 8d,5,1,-2.851600323,-1.228565554,-1.228565554,1.623034769,1.000000,check
T8s,Tc 8c,0,222,0.458456091,0.327665301,0.467554224,-0.130790790,0.157658,4x
T8s,Tc 8c,1,429,0.063101467,0.121151224,0.146305728,0.058049757,0.671329,check
T8s,Tc 8c,2,257,-0.336112505,-0.066663915,-0.066409301,0.269448590,0.988327,check
T8s,Tc 8c,3,80,-0.765170103,-0.259482268,-0.259482268,0.505687836,1.000000,check
T8s,Tc 8c,4,11,-1.163728241,-0.398140046,-0.398140046,0.765588195,1.000000,check
T8s,Tc 8c,5,1,-1.586273622,-0.525649891,-0.525649891,1.060623731,1.000000,check
T9o,Tc 9d,0,256,0.293424446,0.191212435,0.299068718,-0.102212011,0.144531,4x
T9o,Tc 9d,1,407,-0.117039811,-0.023179814,-0.017431075,0.093859997,0.852580,check
T9o,Tc 9d,2,249,-0.599048465,-0.258744168,-0.258744168,0.340304297,1.000000,check
T9o,Tc 9d,3,79,-1.101465832,-0.483116731,-0.483116731,0.618349101,1.000000,check
T9o,Tc 9d,4,8,-1.658438757,-0.707828926,-0.707828926,0.950609830,1.000000,check
T9o,Tc 9d,5,1,-1.984510326,-0.821999620,-0.821999620,1.162510706,1.000000,check
T9s,Tc 9c,0,243,0.656156687,0.447458915,0.657483636,-0.208697772,0.037037,4x
T9s,Tc 9c,1,407,0.285149121,0.256846786,0.318858296,-0.028302334,0.390663,4x
T9s,Tc 9c,2,262,-0.141430184,0.050421965,0.051806570,0.191852149,0.946565,check
T9s,Tc 9c,3,73,-0.543494846,-0.118646375,-0.118646375,0.424848472,1.000000,check
T9s,Tc 9c,4,13,-1.161345522,-0.393857426,-0.393857426,0.767488096,1.000000,check
T9s,Tc 9c,5,2,-1.786910694,-0.657146148,-0.657146148,1.129764546,1.000000,check
